;model;year;price;transmission;mileage;fuelType;tax;mpg;engineSize;brand
1172; I10;2020;14995;Manual;1000;Petrol;145;53,3;1,0;hyundai
1173; I30;2018;14995;Manual;1502;Petrol;145;49,6;2,0;hyundai
1174; I30;2016;9795;Manual;42310;Diesel;20;72,4;1,6;hyundai
1175; I10;2016;6495;Manual;25026;Petrol;20;61,4;1,0;hyundai
1176; I20;2016;8995;Manual;12335;Petrol;30;56,5;1,2;hyundai
1177; Ioniq;2017;16495;Automatic;19096;Hybrid;0;78,5;1,6;hyundai
1178; Kona;2018;14995;Manual;15371;Petrol;145;52,3;1,0;hyundai
1179; I20;2016;6995;Manual;41607;Petrol;30;58,9;1,2;hyundai
1180; I10;2019;8470;Manual;9586;Petrol;145;60,1;1,0;hyundai
1181; I10;2019;8670;Manual;8875;Petrol;145;57,6;1,2;hyundai
1182; Tucson;2019;21995;Manual;1541;Petrol;145;35,3;1,6;hyundai
1183; Kona;2019;15995;Manual;1442;Petrol;145;44,1;1,0;hyundai
1184; Tucson;2019;21995;Manual;5981;Petrol;145;34,9;1,6;hyundai
1185; I30;2019;17995;Manual;1000;Petrol;145;41,5;1,4;hyundai
1186; I20;2019;13995;Manual;1000;Petrol;145;46,3;1,2;hyundai
1187; I40;2015;11995;Automatic;17200;Diesel;200;47,1;1,7;hyundai
1188; I20;2016;8795;Manual;8598;Petrol;30;55,4;1,2;hyundai
1189; I20;2017;8995;Manual;18916;Petrol;145;58,9;1,2;hyundai
1190; I10;2019;9470;Manual;10292;Petrol;145;57,6;1,2;hyundai
1191; I10;2019;8970;Manual;9290;Petrol;145;57,6;1,2;hyundai
1192; I20;2019;10970;Manual;7811;Petrol;145;46,3;1,2;hyundai
1193; I30;2018;13470;Semi-Auto;13209;Diesel;150;68,9;1,6;hyundai
1194; I30;2019;23970;Manual;20;Petrol;150;34,0;2,0;hyundai
1195; I30;2019;20970;Manual;20;Petrol;150;34,9;2,0;hyundai
1196; Santa Fe;2017;19470;Semi-Auto;39589;Diesel;240;42,8;2,2;hyundai
1197; I30;2017;11470;Semi-Auto;16844;Petrol;150;51,4;1,4;hyundai
1198; Kona;2019;22970;Semi-Auto;100;Petrol;145;37,7;1,6;hyundai
1199; Tucson;2018;14970;Manual;10354;Petrol;145;44,8;1,6;hyundai
1200; Ioniq;2019;22970;Automatic;6000;Hybrid;135;62,8;1,6;hyundai
1201; I10;2019;8470;Manual;9932;Petrol;145;60,1;1,0;hyundai
1202; I10;2017;7470;Manual;15061;Petrol;30;57,7;1,2;hyundai
1203; Tucson;2017;15970;Manual;19179;Diesel;30;61,4;1,7;hyundai
1204; I20;2015;7995;Manual;19800;Petrol;30;55,4;1,2;hyundai
1205; I20;2015;7995;Manual;19935;Petrol;30;55,4;1,2;hyundai
1206; I10;2015;6250;Manual;23869;Petrol;20;60,1;1,0;hyundai
1207; I10;2018;8470;Manual;5713;Petrol;145;60,1;1,0;hyundai
1208; I10;2019;9970;Manual;11938;Petrol;145;57,6;1,2;hyundai
1209; I10;2019;8970;Manual;10871;Petrol;145;60,1;1,0;hyundai
1210; I10;2017;7470;Manual;6955;Petrol;145;60,1;1,0;hyundai
1211; I10;2019;10470;Manual;8639;Petrol;145;57,6;1,2;hyundai
1212; Santa Fe;2016;16470;Manual;39979;Diesel;200;47,1;2,2;hyundai
1213; Ioniq;2018;18970;Automatic;14886;Hybrid;135;256,8;1,6;hyundai
1214; I30;2018;13470;Semi-Auto;6726;Diesel;145;68,9;1,6;hyundai
1215; Santa Fe;2017;18670;Manual;41109;Diesel;200;47,1;2,2;hyundai
1216; Ioniq;2019;19970;Automatic;8837;Hybrid;135;78,5;1,6;hyundai
1217; Tucson;2017;15470;Manual;13751;Diesel;145;61,7;1,7;hyundai
1218; I10;2019;9970;Manual;11782;Petrol;145;57,6;1,2;hyundai
1219; Ioniq;2017;15470;Automatic;14673;Hybrid;0;78,5;1,6;hyundai
1220; I20;2015;7995;Manual;16533;Petrol;30;55,4;1,2;hyundai
1221; IX20;2018;15495;Manual;2259;Petrol;145;37,2;1,6;hyundai
1222; I10;2019;11495;Manual;500;Petrol;145;60,1;1,0;hyundai
1223; I20;2013;5495;Manual;30252;Petrol;30;57,6;1,2;hyundai
1224; I20;2014;5895;Manual;30950;Petrol;30;57,6;1,2;hyundai
1225; IX35;2015;7995;Manual;67648;Diesel;145;54,3;1,7;hyundai
1226; IX20;2018;11490;Manual;25833;Petrol;145;50,4;1,4;hyundai
1227; Tucson;2017;13280;Manual;22138;Diesel;145;61,7;1,7;hyundai
1228; Ioniq;2018;15980;Automatic;14585;Hybrid;140;78,5;1,6;hyundai
1229; Tucson;2015;11990;Manual;72712;Diesel;125;58,9;2,0;hyundai
1230; I30;2016;9298;Manual;23857;Diesel;0;78,4;1,6;hyundai
1231; Tucson;2016;8698;Manual;81050;Petrol;160;44,8;1,6;hyundai
1232; Tucson;2016;13798;Manual;42252;Diesel;205;47,9;2,0;hyundai
1233; I10;2019;8970;Manual;11544;Petrol;145;57,6;1,2;hyundai
1234; IX20;2016;7970;Manual;25969;Petrol;125;50,4;1,4;hyundai
1235; Kona;2019;13970;Manual;7178;Petrol;145;44,1;1,0;hyundai
1236; I10;2019;8270;Manual;8835;Petrol;145;60,1;1,0;hyundai
1237; I30;2017;9499;Manual;18539;Diesel;145;78,4;1,6;hyundai
1238; I10;2017;6900;Manual;31534;Petrol;145;57,7;1,2;hyundai
1239; IX20;2016;8050;Manual;27815;Petrol;125;50,4;1,4;hyundai
1240; IX35;2015;8991;Manual;40096;Diesel;145;54,3;1,7;hyundai
1241; I800;2018;15838;Manual;33389;Diesel;145;31,7;2,5;hyundai
1242; Tucson;2018;17782;Semi-Auto;12037;Petrol;145;39,8;1,6;hyundai
1243; I40;2017;12450;Manual;27145;Diesel;145;65,7;1,7;hyundai
1244; I800;2018;15280;Automatic;29746;Diesel;145;31,7;2,5;hyundai
1245; I30;2019;17480;Manual;2244;Petrol;145;42,2;1,4;hyundai
1246; I10;2018;7125;Manual;28890;Petrol;145;60,1;1,0;hyundai
1247; I10;2018;7180;Manual;29157;Petrol;145;60,1;1,0;hyundai
1248; Ioniq;2019;17480;Automatic;5047;Hybrid;135;78,5;1,6;hyundai
1249; Tucson;2018;13980;Manual;12085;Diesel;145;61,7;1,7;hyundai
1250; IX20;2017;8780;Manual;15956;Petrol;145;50,4;1,4;hyundai
1251; I30;2019;22880;Manual;6996;Petrol;145;34,0;2,0;hyundai
1252; I10;2017;6780;Manual;30346;Petrol;145;60,1;1,0;hyundai
1253; Tucson;2018;15280;Manual;9606;Petrol;145;34,9;1,6;hyundai
1254; Tucson;2020;26000;Manual;1451;Hybrid;145;47,9;1,6;hyundai
1255; I20;2017;7180;Manual;37500;Petrol;30;58,9;1,2;hyundai
1256; Kona;2019;22000;Semi-Auto;18;Petrol;145;37,7;1,6;hyundai
1257; I40;2016;11180;Manual;31731;Diesel;30;65,7;1,7;hyundai
1258; Tucson;2020;23480;Semi-Auto;3100;Petrol;145;36,2;1,6;hyundai
1259; Ioniq;2019;18480;Automatic;14031;Hybrid;135;78,5;1,6;hyundai
1260; Ioniq;2019;22680;Automatic;3704;Hybrid;135;78,5;1,6;hyundai
1261; I10;2016;6480;Manual;20295;Petrol;30;57,6;1,2;hyundai
1262; Tucson;2019;25499;Automatic;2003;Hybrid;145;50,4;1,6;hyundai
1263; Tucson;2017;12990;Manual;36357;Diesel;30;61,7;1,7;hyundai
1264; I10;2020;13000;Manual;500;Petrol;145;53,3;1,0;hyundai
1265; I30;2014;6800;Manual;39260;Petrol;160;44,1;1,6;hyundai
1266; Santa Fe;2020;35500;Semi-Auto;1500;Diesel;145;39,2;2,2;hyundai
1267; I10;2017;7000;Manual;8962;Petrol;145;60,1;1,0;hyundai
1268; Tucson;2017;16990;Manual;7608;Petrol;145;38,7;1,6;hyundai
1269; Tucson;2016;14990;Automatic;21656;Diesel;200;47,1;2,0;hyundai
1270; Ioniq;2019;20500;Semi-Auto;1750;Hybrid;135;62,8;1,6;hyundai
1271; Ioniq;2020;22000;Automatic;1500;Hybrid;135;62,8;1,6;hyundai
1272; I10;2015;6490;Manual;14787;Petrol;30;57,6;1,2;hyundai
1273; Ioniq;2019;16750;Automatic;10547;Hybrid;135;78,5;1,6;hyundai
1274; I40;2016;10610;Manual;45142;Diesel;30;65,7;1,7;hyundai
1275; IX35;2014;7750;Manual;39472;Petrol;200;41,5;1,6;hyundai
1276; I10;2017;7380;Manual;26628;Petrol;145;57,7;1,2;hyundai
1277; I30;2016;9000;Manual;32795;Diesel;0;78,4;1,6;hyundai
1278; I10;2017;6400;Manual;30500;Petrol;145;57,7;1,2;hyundai
1279; I800;2018;16500;Automatic;36862;Diesel;145;28,0;2,5;hyundai
1280; Santa Fe;2015;15000;Manual;50715;Diesel;200;46,3;2,2;hyundai
1281; I10;2017;7500;Manual;8652;Petrol;20;60,1;1,0;hyundai
1282; Kona;2020;23000;Automatic;1000;Hybrid;135;52,3;1,6;hyundai
1283; I30;2016;7790;Manual;45985;Diesel;0;78,4;1,6;hyundai
1284; Tucson;2016;11998;Manual;31022;Diesel;30;61,7;1,7;hyundai
1285; I30;2017;10299;Semi-Auto;30335;Diesel;145;68,9;1,6;hyundai
1286; Tucson;2019;23990;Semi-Auto;8125;Diesel;150;46,3;1,6;hyundai
1287; I10;2014;5930;Manual;12590;Petrol;30;57,6;1,2;hyundai
1288; IX35;2014;9295;Manual;31172;Diesel;145;53,3;1,7;hyundai
1289; I20;2016;9590;Manual;20219;Petrol;30;58,9;1,0;hyundai
1290; Tucson;2015;14250;Manual;47085;Diesel;145;54,3;2,0;hyundai
1291; Tucson;2017;15750;Semi-Auto;19012;Diesel;145;57,6;1,7;hyundai
1292; I10;2013;4965;Automatic;46211;Petrol;125;51,4;1,2;hyundai
1293; I30;2018;9699;Manual;23064;Petrol;145;56,5;1,0;hyundai
1294; I10;2014;6630;Manual;8896;Petrol;20;60,1;1,0;hyundai
1295; I10;2016;7790;Manual;9862;Petrol;30;57,6;1,2;hyundai
1296; I10;2016;5990;Manual;16985;Petrol;20;60,1;1,0;hyundai
1297; IX20;2018;10990;Automatic;17167;Petrol;145;43,5;1,6;hyundai
1298; I20;2017;7990;Manual;19952;Petrol;150;58,9;1,2;hyundai
1299; I10;2014;6490;Manual;19874;Petrol;30;57,6;1,2;hyundai
1300; I10;2016;7490;Manual;12965;Petrol;20;60,1;1,0;hyundai
1301; I20;2016;8990;Automatic;20458;Petrol;165;42,2;1,4;hyundai
1302; Santa Fe;2019;31680;Semi-Auto;2251;Diesel;145;40,9;2,2;hyundai
1303; Tucson;2017;11998;Manual;27717;Diesel;150;61,7;1,7;hyundai
1304; I40;2016;11598;Semi-Auto;29334;Diesel;125;56,5;1,7;hyundai
1305; I20;2016;7495;Manual;17454;Petrol;30;56,5;1,2;hyundai
1306; Ioniq;2018;18298;Automatic;9151;Hybrid;135;78,5;1,6;hyundai
1307; Tucson;2017;14998;Manual;25123;Diesel;145;54,3;2,0;hyundai
1308; Ioniq;2018;18498;Automatic;7999;Hybrid;135;78,5;1,6;hyundai
1309; Tucson;2017;12998;Manual;15999;Diesel;145;61,7;1,7;hyundai
1310; Tucson;2017;15795;Manual;23295;Diesel;200;47,9;2,0;hyundai
1311; Tucson;2017;15980;Manual;22117;Diesel;30;61,7;1,7;hyundai
1312; I10;2013;3995;Manual;58000;Petrol;20;61,4;1,2;hyundai
1313; IX35;2014;8498;Manual;35452;Diesel;165;50,4;1,7;hyundai
1314; IX20;2016;8495;Manual;2542;Petrol;125;50,4;1,4;hyundai
1315; I10;2015;5950;Manual;26280;Petrol;30;57,6;1,2;hyundai
1316; IX20;2016;9350;Automatic;31000;Petrol;165;43,5;1,6;hyundai
1317; I10;2014;5700;Manual;37973;Petrol;30;57,6;1,2;hyundai
1318; Tucson;2017;13998;Semi-Auto;30335;Diesel;150;57,6;1,7;hyundai
1319; Tucson;2017;13998;Manual;26976;Diesel;145;61,7;1,7;hyundai
1320; Ioniq;2019;15998;Automatic;11849;Hybrid;140;78,5;1,6;hyundai
1321; Tucson;2017;14998;Semi-Auto;25597;Diesel;125;57,6;1,7;hyundai
1322; Tucson;2018;13998;Manual;19377;Petrol;150;44,8;1,6;hyundai
1323; Tucson;2019;15498;Manual;16553;Petrol;145;34,9;1,6;hyundai
1324; I40;2015;9498;Manual;33036;Diesel;20;67,3;1,7;hyundai
1325; Tucson;2017;15298;Semi-Auto;14737;Diesel;125;57,6;1,7;hyundai
1326; I30;2017;9498;Manual;32361;Diesel;0;78,4;1,6;hyundai
1327; I10;2017;7798;Manual;19812;Petrol;145;60,1;1,0;hyundai
1328; Tucson;2016;10698;Manual;36567;Diesel;30;61,7;1,7;hyundai
1329; Tucson;2017;15998;Semi-Auto;6436;Diesel;150;57,6;1,7;hyundai
1330; Tucson;2018;13998;Manual;29315;Petrol;145;44,8;1,6;hyundai
1331; I30;2019;17990;Manual;1771;Petrol;145;45,6;1,0;hyundai
1332; I20;2020;12991;Manual;2637;Petrol;145;46,3;1,2;hyundai
1333; I10;2020;11491;Manual;101;Petrol;145;56,5;1,0;hyundai
1334; I10;2017;8120;Manual;34407;Petrol;145;57,7;1,2;hyundai
1335; Tucson;2018;13998;Manual;16624;Petrol;150;44,8;1,6;hyundai
1336; I20;2016;8350;Manual;28387;Petrol;30;56,5;1,2;hyundai
1337; I10;2015;6620;Manual;20905;Petrol;30;57,6;1,2;hyundai
1338; I20;2016;7340;Manual;47257;Petrol;0;65,7;1,0;hyundai
1339; IX35;2015;9891;Manual;33910;Petrol;200;41,5;1,6;hyundai
1340; I10;2017;6990;Manual;18732;Petrol;145;60,1;1,0;hyundai
1341; I10;2018;7690;Manual;8623;Petrol;145;60,1;1,0;hyundai
1342; Tucson;2017;13480;Manual;20607;Diesel;30;61,7;1,7;hyundai
1343; I10;2019;7990;Manual;16330;Petrol;145;60,1;1,0;hyundai
1344; I30;2016;9600;Manual;20394;Petrol;145;48,7;1,4;hyundai
1345; Kona;2018;14590;Manual;7473;Petrol;145;52,3;1,0;hyundai
1346; I10;2020;11490;Manual;101;Petrol;145;56,5;1,0;hyundai
1347; Tucson;2020;20991;Semi-Auto;450;Petrol;145;36,2;1,6;hyundai
1348; Kona;2020;16991;Manual;2622;Petrol;145;44,1;1,0;hyundai
1349; Ioniq;2019;22720;Automatic;8492;Hybrid;135;78,5;1,6;hyundai
1350; I30;2019;14990;Manual;988;Petrol;145;45,6;1,0;hyundai
1351; Tucson;2017;12998;Semi-Auto;41418;Diesel;125;57,6;1,7;hyundai
1352; Tucson;2017;11998;Manual;35731;Petrol;150;44,8;1,6;hyundai
1353; I30;2015;7998;Manual;34978;Diesel;0;78,4;1,6;hyundai
1354; Tucson;2017;14698;Semi-Auto;31960;Diesel;150;57,6;1,7;hyundai
1355; I10;2015;6500;Manual;44444;Petrol;30;57,6;1,2;hyundai
1356; IX35;2015;8595;Manual;29865;Diesel;145;53,3;1,7;hyundai
1357; I10;2015;7595;Semi-Auto;10457;Petrol;145;47,9;1,2;hyundai
1358; I800;2018;14790;Manual;39101;Diesel;145;37,7;2,5;hyundai
1359; Kona;2018;14291;Manual;19012;Petrol;145;44,1;1,0;hyundai
1360; Tucson;2019;21990;Automatic;3168;Hybrid;145;50,4;1,6;hyundai
1361; Tucson;2018;12698;Manual;29268;Diesel;150;61,7;1,7;hyundai
1362; Tucson;2019;21490;Manual;110;Petrol;145;34,9;1,6;hyundai
1363; Ioniq;2018;18310;Automatic;6259;Hybrid;135;78,5;1,6;hyundai
1364; Tucson;2018;16990;Semi-Auto;32482;Diesel;145;57,7;1,7;hyundai
1365; Tucson;2018;13491;Manual;7719;Petrol;145;44,8;1,6;hyundai
1366; I20;2016;7970;Manual;11;Petrol;30;55,4;1,2;hyundai
1367; I30;2017;9990;Manual;41477;Diesel;145;74,3;1,6;hyundai
1368; Kona;2018;15990;Manual;9106;Petrol;145;44,1;1,0;hyundai
1369; I20;2019;11891;Manual;1583;Petrol;145;46,3;1,2;hyundai
1370; I20;2019;11790;Manual;7097;Petrol;145;46,3;1,2;hyundai
1371; Kona;2019;13491;Manual;9283;Petrol;150;44,1;1,0;hyundai
1372; Tucson;2018;15691;Manual;9046;Petrol;145;44,8;1,6;hyundai
1373; I20;2019;11430;Manual;3279;Petrol;145;46,3;1,2;hyundai
1374; I20;2018;9991;Manual;8804;Petrol;145;58,9;1,2;hyundai
1375; Tucson;2018;17570;Manual;16103;Petrol;145;38,7;1,6;hyundai
1376; Tucson;2017;14860;Manual;20820;Diesel;145;54,3;2,0;hyundai
1377; I20;2018;10249;Manual;19997;Petrol;145;46,3;1,2;hyundai
1378; Tucson;2017;15040;Semi-Auto;12356;Diesel;125;57,6;1,7;hyundai
1379; Kona;2019;14960;Manual;150;Petrol;145;44,1;1,0;hyundai
1380; I20;2017;8480;Manual;10402;Petrol;145;58,9;1,2;hyundai
1381; I20;2017;9080;Manual;22851;Petrol;145;55,4;1,2;hyundai
1382; I20;2017;8260;Manual;14225;Petrol;145;58,9;1,2;hyundai
1383; I30;2019;24995;Manual;500;Petrol;145;34,0;2,0;hyundai
1384; I30;2017;9521;Manual;9866;Petrol;145;57,7;1,0;hyundai
1385; Tucson;2018;15815;Automatic;27855;Diesel;145;47,1;2,0;hyundai
1386; Tucson;2018;14099;Semi-Auto;32802;Diesel;145;57,6;1,7;hyundai
1387; I800;2018;15794;Automatic;35460;Diesel;145;28,0;2,5;hyundai
1388; I20;2016;9295;Manual;28106;Petrol;30;56,5;1,2;hyundai
1389; Santa Fe;2014;14995;Semi-Auto;48900;Diesel;260;41,5;2,2;hyundai
1390; I20;2013;5495;Manual;30252;Petrol;30;57,6;1,2;hyundai
1391; I20;2014;5895;Manual;30950;Petrol;30;57,6;1,2;hyundai
1392; I20;2014;5570;Manual;36642;Petrol;30;57,6;1,2;hyundai
1393; I10;2019;9500;Manual;1000;Petrol;145;49,6;1,0;hyundai
1394; I40;2017;11388;Manual;26500;Diesel;150;65,7;1,7;hyundai
1395; Tucson;2017;14292;Manual;31382;Diesel;145;61,7;1,7;hyundai
1396; Tucson;2016;11780;Semi-Auto;66899;Diesel;125;57,6;1,7;hyundai
1397; Tucson;2016;10299;Manual;45000;Diesel;30;61,7;1,7;hyundai
1398; Tucson;2017;12498;Manual;18145;Diesel;30;61,7;1,7;hyundai
1399; I30;2014;6798;Manual;42332;Petrol;150;47,1;1,4;hyundai
1400; Tucson;2017;10698;Manual;50408;Diesel;30;61,7;1,7;hyundai
1401; Tucson;2017;14470;Semi-Auto;32939;Diesel;125;57,6;1,7;hyundai
1402; Tucson;2017;18500;Semi-Auto;17378;Diesel;145;57,6;1,7;hyundai
1403; I10;2017;6560;Manual;15628;Petrol;20;60,1;1,0;hyundai
1404; Tucson;2017;14498;Manual;19674;Diesel;30;61,7;1,7;hyundai
1405; I20;2013;4995;Manual;41232;Petrol;30;57,6;1,2;hyundai
1406; I10;2016;5992;Manual;13971;Petrol;20;60,1;1,0;hyundai
1407; I10;2017;6820;Manual;28585;Petrol;145;60,1;1,0;hyundai
1408; Santa Fe;2014;12891;Semi-Auto;49216;Diesel;260;41,5;2,2;hyundai
1409; I800;2018;15749;Automatic;32420;Diesel;145;28,0;2,5;hyundai
1410; I800;2018;15949;Manual;31007;Diesel;145;31,7;2,5;hyundai
1411; I10;2014;4887;Manual;37875;Petrol;20;60,1;1,0;hyundai
1412; I20;2015;6995;Manual;33925;Petrol;125;51,4;1,4;hyundai
1413; Tucson;2017;15495;Semi-Auto;20996;Diesel;125;57,6;1,7;hyundai
1414; I10;2017;6602;Manual;32107;Petrol;145;57,7;1,2;hyundai
1415; I40;2015;9495;Semi-Auto;61919;Diesel;125;56,5;1,7;hyundai
1416; I40;2015;8995;Manual;43492;Diesel;30;62,8;1,7;hyundai
1417; I30;2017;10498;Manual;29304;Diesel;145;74,3;1,6;hyundai
1418; Tucson;2016;10498;Manual;31604;Petrol;165;44,8;1,6;hyundai
1419; I800;2018;15995;Automatic;33244;Diesel;145;28,0;2,5;hyundai
1420; I40;2016;10995;Manual;14335;Diesel;20;67,3;1,7;hyundai
1421; Tucson;2018;15495;Manual;5942;Petrol;150;38,7;1,6;hyundai
1422; I30;2019;21990;Manual;4700;Petrol;150;34,0;2,0;hyundai
1423; I10;2013;3991;Manual;69814;Petrol;20;61,4;1,2;hyundai
1424; I30;2013;5408;Manual;68728;Diesel;0;76,3;1,6;hyundai
1425; I10;2017;7040;Manual;9647;Petrol;145;60,1;1,0;hyundai
1426; Santa Fe;2019;33900;Semi-Auto;1173;Diesel;145;39,2;2,2;hyundai
1427; I20;2016;8111;Manual;19578;Petrol;30;55,4;1,2;hyundai
1428; Kona;2018;12591;Manual;22684;Petrol;150;52,3;1,0;hyundai
1429; Tucson;2019;22470;Manual;150;Petrol;145;34,9;1,6;hyundai
1430; Kona;2018;13470;Manual;7837;Petrol;145;44,1;1,0;hyundai
1431; I10;2015;5891;Manual;23234;Petrol;20;60,1;1,0;hyundai
1432; Santa Fe;2018;19483;Semi-Auto;33911;Diesel;145;42,8;2,2;hyundai
1433; I800;2018;14000;Manual;38560;Diesel;145;37,7;2,5;hyundai
1434; Santa Fe;2018;18000;Automatic;35915;Diesel;145;42,8;2,2;hyundai
1435; I800;2018;16000;Automatic;33389;Diesel;145;31,7;2,5;hyundai
1436; I800;2018;14794;Manual;38093;Diesel;145;37,7;2,5;hyundai
1437; I10;2019;9990;Manual;2938;Petrol;145;49,6;1,0;hyundai
1438; I20;2017;7490;Manual;35937;Petrol;30;58,9;1,2;hyundai
1439; I10;2016;5990;Manual;23315;Petrol;20;60,1;1,0;hyundai
1440; I10;2016;6110;Manual;28386;Petrol;20;61,4;1,0;hyundai
1441; I10;2016;6130;Manual;19390;Petrol;20;60,1;1,0;hyundai
1442; Santa Fe;2016;17690;Semi-Auto;48155;Diesel;235;42,2;2,2;hyundai
1443; I20;2016;7760;Manual;20934;Petrol;30;56,5;1,2;hyundai
1444; Kona;2019;13990;Manual;9130;Petrol;145;44,1;1,0;hyundai
1445; I30;2019;14640;Manual;3961;Petrol;145;41,5;1,4;hyundai
1446; I30;2019;14990;Manual;1247;Petrol;145;45,6;1,0;hyundai
1447; I10;2017;7740;Manual;18036;Petrol;145;57,7;1,2;hyundai
1448; I20;2019;11990;Manual;1027;Petrol;145;46,3;1,2;hyundai
1449; Tucson;2019;21490;Manual;199;Petrol;145;34,9;1,6;hyundai
1450; Tucson;2016;10870;Manual;51846;Diesel;30;61,7;1,7;hyundai
1451; Tucson;2016;10500;Manual;48868;Diesel;30;61,7;1,7;hyundai
1452; I20;2014;5498;Manual;36818;Petrol;30;57,6;1,2;hyundai
1453; Tucson;2019;24000;Semi-Auto;10003;Hybrid;150;50,4;1,6;hyundai
1454; Tucson;2018;18000;Manual;9424;Petrol;150;34,9;1,6;hyundai
1455; Tucson;2018;16995;Manual;18856;Petrol;150;38,7;1,6;hyundai
1456; I800;2018;15995;Automatic;32383;Diesel;145;28,0;2,5;hyundai
1457; Ioniq;2018;14698;Automatic;24905;Hybrid;140;78,5;1,6;hyundai
1458; Tucson;2016;13798;Semi-Auto;3778;Diesel;125;57,6;1,7;hyundai
1459; I10;2019;8298;Manual;18101;Petrol;150;60,1;1,0;hyundai
1460; Tucson;2017;12798;Manual;38319;Diesel;150;61,7;1,7;hyundai
1461; Ioniq;2018;16498;Automatic;18478;Hybrid;140;78,5;1,6;hyundai
1462; I20;2014;4498;Manual;49854;Petrol;30;57,6;1,2;hyundai
1463; I20;2017;10498;Automatic;6264;Petrol;165;45,6;1,4;hyundai
1464; I10;2018;7998;Manual;14830;Petrol;145;60,1;1,0;hyundai
1465; I30;2018;9498;Manual;12223;Petrol;145;57,7;1,0;hyundai
1466; I30;2018;9498;Manual;14319;Petrol;145;57,7;1,0;hyundai
1467; I30;2015;7498;Manual;38279;Diesel;0;78,4;1,6;hyundai
1468; Tucson;2018;12698;Manual;21642;Diesel;145;61,7;1,7;hyundai
1469; Tucson;2017;15498;Semi-Auto;18062;Diesel;145;57,6;1,7;hyundai
1470; IX35;2014;6881;Manual;82203;Diesel;145;53,3;1,7;hyundai
1471; I30;2015;7520;Manual;46142;Diesel;0;78,4;1,6;hyundai
1472; Tucson;2017;11360;Manual;41103;Petrol;160;44,8;1,6;hyundai
1473; I20;2017;8000;Manual;24533;Petrol;145;58,9;1,2;hyundai
1474; I10;2017;7400;Manual;24879;Petrol;145;60,1;1,0;hyundai
1475; I10;2016;6000;Manual;37721;Petrol;20;60,1;1,0;hyundai
1476; I20;2016;9450;Manual;15053;Petrol;30;55,4;1,2;hyundai
1477; Tucson;2017;15490;Manual;22798;Diesel;30;61,7;1,7;hyundai
1478; I10;2016;7000;Manual;6603;Petrol;20;60,1;1,0;hyundai
1479; Kona;2018;14750;Manual;8847;Petrol;145;44,1;1,0;hyundai
1480; Tucson;2016;14500;Semi-Auto;14996;Diesel;125;57,6;1,7;hyundai
1481; IX20;2016;8995;Manual;8648;Petrol;125;50,4;1,4;hyundai
1482; I10;2017;6650;Manual;13997;Petrol;145;60,1;1,0;hyundai
1483; I20;2015;6650;Manual;29861;Petrol;30;55,4;1,2;hyundai
1484; Kona;2019;14490;Manual;4131;Petrol;145;44,1;1,0;hyundai
1485; I30;2015;9250;Manual;25686;Diesel;20;72,4;1,6;hyundai
1486; I20;2016;7990;Manual;22654;Petrol;30;55,4;1,2;hyundai
1487; I10;2016;7595;Manual;17166;Petrol;30;57,6;1,2;hyundai
1488; Tucson;2017;14990;Manual;26697;Diesel;145;61,4;1,7;hyundai
1489; Tucson;2017;10998;Manual;36571;Diesel;30;61,7;1,7;hyundai
1490; I40;2015;10498;Semi-Auto;36831;Diesel;125;56,5;1,7;hyundai
1491; Ioniq;2018;16498;Automatic;23252;Hybrid;135;78,5;1,6;hyundai
1492; Tucson;2017;12298;Manual;25661;Diesel;30;61,7;1,7;hyundai
1493; I800;2019;20498;Manual;6483;Diesel;145;31,7;2,5;hyundai
1494; Tucson;2017;17650;Manual;36432;Diesel;150;54,3;2,0;hyundai
1495; Tucson;2019;19500;Manual;6013;Petrol;150;34,9;1,6;hyundai
1496; Tucson;2019;16500;Manual;14147;Petrol;150;34,9;1,6;hyundai
1497; Tucson;2017;15500;Manual;23546;Diesel;30;61,7;1,7;hyundai
1498; I10;2014;6000;Manual;40650;Petrol;30;57,6;1,2;hyundai
1499; I20;2017;8495;Manual;27409;Petrol;30;58,9;1,2;hyundai
1500; I10;2018;9000;Manual;10268;Petrol;150;57,7;1,2;hyundai
1501; Tucson;2016;12700;Manual;45910;Diesel;200;47,9;2,0;hyundai
1502; I30;2018;11000;Manual;33762;Petrol;150;56,5;1,0;hyundai
1503; I10;2016;8250;Semi-Auto;21344;Petrol;145;47,9;1,2;hyundai
1504; I30;2015;8000;Manual;37750;Petrol;145;47,1;1,4;hyundai
1505; IX20;2017;9500;Manual;12536;Diesel;145;64,2;1,6;hyundai
1506; I20;2016;8300;Manual;14646;Petrol;30;58,9;1,2;hyundai
1507; Kona;2019;15500;Manual;3933;Petrol;145;44,1;1,0;hyundai
1508; I10;2014;6000;Manual;21359;Petrol;30;57,6;1,2;hyundai
1509; Tucson;2017;15200;Semi-Auto;7525;Diesel;145;57,6;1,7;hyundai
1510; Tucson;2016;13990;Manual;18688;Diesel;30;61,7;1,7;hyundai
1511; I30;2018;11671;Manual;21802;Petrol;150;52,3;1,4;hyundai
1512; Ioniq;2018;18498;Automatic;3138;Hybrid;135;78,5;1,6;hyundai
1513; IX20;2017;9998;Automatic;8314;Petrol;160;43,5;1,6;hyundai
1514; Ioniq;2019;18998;Automatic;2526;Hybrid;135;78,5;1,6;hyundai
